id;domain;priority;method;control;scenario;evidence;acceptance;initial_state;source;required_run;result;owner;executed_at;evidence_path;notes;bug_or_commit
PERF-020;14. Performance;P1;PERF;Tempo de recalcular layout;Trocar retrato/paisagem.;timeline;Layout estabiliza <=250 ms sem loop de reflow.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-020/;;
PERF-021;14. Performance;P1;PERF;Layout thrashing;Partida com HUD e painéis.;performance trace;Nenhum ciclo recorrente de leitura/escrita forçada domina frames.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-021/;;
PERF-022;14. Performance;P2;AUTO;Tamanho do HTML;Medir build final.;bytes e comparação;"Crescimento é justificado; alvo <=2,5 MB salvo exceção documentada.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-022/;;
PERF-023;14. Performance;P1;PERF;Tempo de parsing;Carregamento frio.;trace parse/compile;JS parse+compile <=1 s desktop e <=2 s móvel alvo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-023/;;
PERF-024;14. Performance;P1;PERF;Uso de CPU em pausa;Partida pausada por 60 s.;CPU média;"Uso cai para próximo do ocioso; nenhum loop pesado continua.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-024/;;
PERF-025;14. Performance;P0;PERF;Uso de CPU em aba oculta;Ocultar por 60 s.;CPU e timers;"Loops são reduzidos/suspensos; retorno sem avalanche de ticks.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-025/;;
PERF-026;14. Performance;P1;DIR+PERF;Estabilidade após suspensão;Notebook dorme e retorna.;vídeo + console;"Jogo recupera ou pausa com mensagem; sem crash.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-026/;;
PERF-027;14. Performance;P1;PERF;Compatibilidade sem GPU dedicada;Executar em gráficos integrados.;FPS e erros;Fluxo P0 permanece jogável dentro de meta reduzida documentada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-027/;;
PERF-028;14. Performance;P1;PERF;Thermal throttling móvel;Sessão de 20 min.;FPS/temperatura no tempo;Queda de FPS <30% e sem travamento prolongado.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-028/;;
PERF-029;14. Performance;P2;PERF;Exportação de relatório;Gerar logs completos após lote.;tempo e tamanho;Exporta sem congelar UI por >500 ms e sem truncar dados.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-029/;;
PERF-030;14. Performance;P1;PERF;Performance reproduzível;Repetir benchmark três vezes.;médias e desvio;Variação das métricas principais <=10%, ou causa externa documentada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/14_Performance/PERF-030/;;
BLK-001;15. Vivacidade da posse e anti-trava;P0;AUTO;Instrumentação oficial de trava de bola;Executar sonda em jogo corrido com posição, dono, estado e ação da bola a cada tick.;JSON bruto por seed + versão da sonda;A sonda registra todas as janelas candidatas sem alterar RNG, passo lógico ou decisões.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-001/;;
BLK-002;15. Vivacidade da posse e anti-trava;P0;AUTO;Posse ativa sem imobilidade prolongada;Medir janelas em que a bola permanece em raio de 4 m durante jogo corrido.;lockCount, lockMaxSec e clips dos piores casos;"Zero janela inexplicada acima de 3,0 s de jogo; exceções administrativas classificadas separadamente.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-002/;;
BLK-003;15. Vivacidade da posse e anti-trava;P0;AUTO;Dwell de um único portador;Medir quanto tempo o mesmo atleta controla a bola sem deslocar, passar, driblar, chutar ou disputar.;histograma de dwell por jogador;"P99 <=2,5 s e máximo <=4,0 s; qualquer máximo maior exige causa futebolística reproduzível.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-003/;;
BLK-004;15. Vivacidade da posse e anti-trava;P0;AUTO;Pingue-pongue entre dois atletas;Detectar trocas repetidas de dono em área pequena entre os mesmos dois jogadores.;contagem, duração e donos;Nenhum ciclo >=6 trocas em <=4 m por mais de 3,0 s sem progressão espacial.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-004/;;
BLK-005;15. Vivacidade da posse e anti-trava;P0;AUTO;Temporizador de decisão avança em 1X;Observar portadores em 1.0x durante 10 partidas completas.;telemetria de decisionTimer;Nenhum timer congelado ou reiniciado indefinidamente sem evento correspondente.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-005/;;
BLK-006;15. Vivacidade da posse e anti-trava;P0;AUTO;Temporizador de decisão avança em 2X;Repetir cenários de posse em 2.0x.;telemetria comparativa 1X/2X;"O tempo de jogo e a lógica avançam proporcionalmente; nenhuma ação deixa de ser disparada.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-006/;;
BLK-007;15. Vivacidade da posse e anti-trava;P0;AUTO;Temporizador de decisão avança em TURBO;Repetir cenários de posse em 3.6x.;telemetria comparativa 1X/TURBO;Nenhum portador fica preso por perda de janela temporal ou salto de frame.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-007/;;
BLK-008;15. Vivacidade da posse e anti-trava;P0;AUTO;Portador sempre possui próxima ação válida;Amostrar todos os estados com ball.owner durante jogo corrido.;dump de owner, intent, target e cooldown;Todo portador possui intenção válida, reavaliação agendada ou evento físico em curso.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-008/;;
BLK-009;15. Vivacidade da posse e anti-trava;P0;AUTO;Viagem de bola sempre termina;Forçar passes, cruzamentos, lançamentos, chutes e defesas.;timeline from/target/contact/end;Toda viagem chega a contato, saída, defesa ou limite físico dentro do tempo calculado.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-009/;;
BLK-010;15. Vivacidade da posse e anti-trava;P0;AUTO;Recepção possui timeout;Forçar recepções sob pressão, bola alta e passe impreciso.;estado reception + duração;Nenhum atleta permanece em estado de recepção além do limite sem dominar, disputar ou perder a bola.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-010/;;
BLK-011;15. Vivacidade da posse e anti-trava;P0;AUTO;Disputa física possui timeout;Forçar ombro a ombro, bote e carrinho em espaço curto.;timeline de disputa;Toda disputa resolve posse, bola solta, falta ou continuidade dentro do limite definido.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-011/;;
BLK-012;15. Vivacidade da posse e anti-trava;P0;AUTO;Pressão reavalia opções do portador;Cercar o portador com 1, 2 e 3 adversários.;snapshot das opções antes/depois;"A pressão altera risco e decisão; não bloqueia eternamente a máquina de decisão.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-012/;;
BLK-013;15. Vivacidade da posse e anti-trava;P0;AUTO;Bola parada não entra como trava;Executar laterais, faltas, escanteios, tiro de meta, pênalti e kickoff.;classificação administrativa;A sonda exclui corretamente dead ball e registra separadamente atrasos de reinício.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-013/;;
BLK-014;15. Vivacidade da posse e anti-trava;P0;AUTO;Reinício libera o estado de jogo;Executar 50 reinícios variados.;deadBall/pendingRestart antes-depois;Todos os flags administrativos são zerados e o jogo volta a movimento sem intervenção externa.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-014/;;
BLK-015;15. Vivacidade da posse e anti-trava;P0;AUTO;Congestionamento na lateral não paralisa;Forçar posse junto à linha com marcação dupla.;seed + vídeo + lock telemetry;"A jogada progride, sai pela lateral, sofre desarme ou recua; não fica imóvel.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-015/;;
BLK-016;15. Vivacidade da posse e anti-trava;P0;AUTO;Congestionamento no escanteio não paralisa;Manter bola no quadrante ofensivo sob pressão.;seed + vídeo + lock telemetry;"Há cruzamento, passe de apoio, desarme ou saída; nenhuma posse estacionária sistêmica.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-016/;;
BLK-017;15. Vivacidade da posse e anti-trava;P0;AUTO;Congestionamento na área não paralisa;Forçar rebotes e segundas bolas com muitos atletas.;timeline de contatos;A bola permanece fisicamente disputável e sai do aglomerado sem teleporte ou posse fantasma.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-017/;;
BLK-018;15. Vivacidade da posse e anti-trava;P1;AUTO;Proteção de costas para o gol resolve;Atacante recebe pressionado de costas.;duração de proteção + desfecho;Proteção termina em passe, giro, falta, desarme ou perda dentro de 4 s.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-018/;;
BLK-019;15. Vivacidade da posse e anti-trava;P0;AUTO;Posse do goleiro resolve;Forçar encaixes e recuos ao goleiro.;tempo até reposição;"Goleiro repõe ou conduz dentro do limite; nenhum loop de claim/hold.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-019/;;
BLK-020;15. Vivacidade da posse e anti-trava;P0;AUTO;Pós-defesa volta ao jogo;Forçar defesa encaixada, espalmada e rebote.;state timeline do goleiro e bola;Cada defesa transita para posse, rebote, escanteio ou saída coerente.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-020/;;
BLK-021;15. Vivacidade da posse e anti-trava;P0;AUTO;Pós-lateral volta ao jogo;Executar 100 laterais em diferentes zonas.;tempo de reposição e primeira ação;A cobrança ocorre, encontra receptor ou disputa e libera os papéis temporários.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-021/;;
BLK-022;15. Vivacidade da posse e anti-trava;P0;AUTO;Pós-falta volta ao jogo;Executar faltas diretas e indiretas.;tempo de preparação e viagem;A cobrança inicia sem cena morta e todos retomam estados normais depois.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-022/;;
BLK-023;15. Vivacidade da posse e anti-trava;P0;AUTO;Pós-kickoff volta ao jogo;Executar início e reinício após gols.;ticks até primeira ação;A bola entra em jogo e o bloco tático começa a reagir imediatamente.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-023/;;
BLK-024;15. Vivacidade da posse e anti-trava;P0;AUTO;Pós-interceptação gera decisão;Forçar interceptações em defesa e meio.;tempo da interceptação à próxima ação;"Interceptor domina, passa, conduz ou perde; não congela com a bola.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-024/;;
BLK-025;15. Vivacidade da posse e anti-trava;P0;AUTO;Bola solta encontra resolução;Forçar deflexões, divididas e rebotes.;tempo sem owner + contatos;Bola solta continua física e recebe contato/saída dentro de limite espacial e temporal.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-025/;;
BLK-026;15. Vivacidade da posse e anti-trava;P0;AUTO;Passe falho não prende receptor;Forçar passe atrás, adiantado e bloqueado.;estado do alvo e da bola;Alvo abandona recepção impossível e reage ao novo estado da bola.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-026/;;
BLK-027;15. Vivacidade da posse e anti-trava;P0;AUTO;Drible concluído libera nova decisão;Forçar dribles ganhos e perdidos.;timeline dribbleStart/contact/end;Após o desfecho, portador/defensor deixam o estado de drible e o jogo continua.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-027/;;
BLK-028;15. Vivacidade da posse e anti-trava;P1;AUTO;Baixo fôlego não causa paralisia;Executar segundo tempo e prorrogação com atletas exaustos.;locks por faixa de stamina;A redução de velocidade não congela decisões nem viagens de bola.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-028/;;
BLK-029;15. Vivacidade da posse e anti-trava;P0;AUTO;Cartão vermelho não causa travamento estrutural;Executar partidas com expulsão em diferentes posições.;locks e shape após expulsão;O time reorganiza linhas e a posse segue sem jogador ausente em referências inválidas.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-029/;;
BLK-030;15. Vivacidade da posse e anti-trava;P0;AUTO;4-2-4 ofensivo mantém fluxo;Executar matriz contra 4-2-4 ofensivo e marcação adaptativa.;locks, passes, progressões e cobertura;Sobrecarga gera escolhas futebolísticas, não bloqueio de decisão.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-030/;;
BLK-031;15. Vivacidade da posse e anti-trava;P0;AUTO;Bloco baixo mantém fluxo;Executar posse longa contra retranca.;progressão, chutes, cruzamentos, perdas;"A equipe circula e tenta romper; não mantém posse imóvel em ponto único.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-031/;;
BLK-032;15. Vivacidade da posse e anti-trava;P0;AUTO;Pressão alta mantém fluxo;Executar saída curta contra pressão máxima.;tempo por posse e turnovers;A saída resulta em passe, bola longa, drible ou perda sem loops locais.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-032/;;
BLK-033;15. Vivacidade da posse e anti-trava;P1;AUTO;Favorito x azarão sem dead air;Executar 20 seeds com grande diferença de overall.;locks e tempo sem evento;A superioridade não cria posse estéril prolongada nem script de placar.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-033/;;
BLK-034;15. Vivacidade da posse e anti-trava;P1;AUTO;Forças equivalentes sem dead air;Executar 20 seeds equilibradas.;locks e tempo sem evento;O equilíbrio não degenera em trocas imóveis ou falta de progressão.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-034/;;
BLK-035;15. Vivacidade da posse e anti-trava;P0;AUTO;Matriz de 17 formações sem trava sistêmica;Cruzar formações representativas e registrar locks.;relatório por formação;Nenhuma formação excede taxa de lock definida ou concentra P0 repetitivo.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-035/;;
BLK-036;15. Vivacidade da posse e anti-trava;P0;AUTO;Matriz de 7 estilos sem trava sistêmica;Cruzar estilos e registrar locks.;relatório por estilo;Nenhum estilo produz paralisia recorrente ou dependência de watchdog.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-036/;;
BLK-037;15. Vivacidade da posse e anti-trava;P0;AUTO;Golden diverso de 200 seeds com vivacidade;Executar 200 partidas diversas com a sonda ativa.;resultado consolidado + piores seeds;"100% concluem; zero lock P0; distribuições documentadas.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-037/;;
BLK-038;15. Vivacidade da posse e anti-trava;P0;AUTO;Lote oficial de 876 partidas com vivacidade;Executar formações, estilos e diversas com a sonda ativa.;relatório 876 + artefatos;876/876 concluem e nenhum padrão de trava sistêmica permanece.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-038/;;
BLK-039;15. Vivacidade da posse e anti-trava;P0;AUTO;Watchdog corrige sem teleporte;Injetar condição de decisão inválida em cenário controlado.;timeline antes/depois + posições;"A recuperação reavalia intenção; não move bola instantaneamente nem escolhe receptor arbitrário.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-039/;;
BLK-040;15. Vivacidade da posse e anti-trava;P0;HUMANO+AUTO;Reprodução visual dos piores locks;Gerar clips em 1X e 0.5X dos 10 piores casos da sonda.;vídeos vinculados ao JSON;Três observadores confirmam que os casos corrigidos não aparentam congelamento ou repetição artificial.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/15_Vivacidade_da_posse_e_anti-trava/BLK-040/;;
ANM-001;16. Máquina de animação;P0;AUTO+VIS;Máquina de estados de animação explícita;Inspecionar controlador visual por atleta.;dump de estado por frame;"Estados possuem entrada, fase, contato, saída e recuperação; não há pose solta sem ciclo.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-001/;;
ANM-002;16. Máquina de animação;P0;VIS;Idle reconhecível;Observar atletas parados em diferentes profundidades.;filmstrip;Corpo permanece vivo sem deslizar, tremer ou executar passada falsa.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-002/;;
ANM-003;16. Máquina de animação;P0;VIS;Caminhada reconhecível;Forçar deslocamento lento fora da bola.;filmstrip 0.5X/1X;"Passos alternam com distância e não com FPS; pés não escorregam excessivamente.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-003/;;
ANM-004;16. Máquina de animação;P0;VIS;Corrida leve reconhecível;Observar apoio e recomposição moderada.;filmstrip;Cadência e inclinação diferem de caminhada e sprint.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-004/;;
ANM-005;16. Máquina de animação;P0;VIS;Sprint reconhecível;Forçar arrancadas e perseguições.;filmstrip;Amplitude, frequência e inclinação aumentam sem deformação ou teleporte.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-005/;;
ANM-006;16. Máquina de animação;P1;VIS;Aceleração possui transição;Atleta sai do repouso para sprint.;vídeo 0.5X;"Não troca instantaneamente de pose; há progressão visual curta e coerente.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-006/;;
ANM-007;16. Máquina de animação;P1;VIS;Desaceleração possui transição;Atleta reduz velocidade antes de receber ou marcar.;vídeo 0.5X;Passada reduz e corpo estabiliza sem parada brusca artificial.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-007/;;
ANM-008;16. Máquina de animação;P0;VIS;Mudança de direção reconhecível;Forçar cortes de 45°, 90° e retorno.;filmstrip + vetor;Corpo orienta antes/durante a curva e os pés não continuam na direção anterior.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-008/;;
ANM-009;16. Máquina de animação;P1;VIS;Deslocamento lateral defensivo;Observar jockey e cobertura.;vídeo;"Defensor não corre de frente em todas as direções; postura lateral é distinguível.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-009/;;
ANM-010;16. Máquina de animação;P1;VIS;Corrida olhando para a bola;Atacante faz desmarque e defensor recompõe.;vídeo;Orientação corporal acompanha bola/ameaça sem perder direção de deslocamento.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-010/;;
ANM-011;16. Máquina de animação;P0;VIS+AUTO;Preparação para receber;Forçar passes curtos, longos e altos.;timeline visual/contact;Receptor ajusta base e orientação antes do contato quando há tempo físico.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-011/;;
ANM-012;16. Máquina de animação;P0;VIS+AUTO;Domínio com pé direito;Forçar receptor destro com passe no lado direito.;filmstrip + pé usado;Contato ocorre no pé correto e a bola desacelera/orienta no frame de domínio.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-012/;;
ANM-013;16. Máquina de animação;P0;VIS+AUTO;Domínio com pé esquerdo;Forçar receptor canhoto com passe no lado esquerdo.;filmstrip + pé usado;"Contato ocorre no pé correto; não atravessa o corpo.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-013/;;
ANM-014;16. Máquina de animação;P1;VIS+AUTO;Domínio com pé fraco;Forçar passe no pé não dominante sob baixa pressão.;filmstrip + qualidade resultante;Animação usa o lado correto e a qualidade pode refletir o atributo sem quebrar posse.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-014/;;
ANM-015;16. Máquina de animação;P0;VIS;Domínio orientado;Receber com espaço para avançar.;vídeo;Primeiro toque projeta a bola na direção útil e conecta à condução.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-015/;;
ANM-016;16. Máquina de animação;P0;VIS;Condução curta;Portador avança sob pressão moderada.;filmstrip;"Bola alterna contatos próximos; não permanece colada ao centro do corpo.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-016/;;
ANM-017;16. Máquina de animação;P0;VIS;Condução em velocidade;Forçar contra-ataque e sprint com bola.;filmstrip;Toques ficam mais longos e sincronizados à passada sem bola teleportar ao pé.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-017/;;
ANM-018;16. Máquina de animação;P1;VIS;Proteção de bola;Receber de costas com marcador próximo.;vídeo;"Corpo intercala adversário e bola; contato visual corresponde à disputa.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-018/;;
ANM-019;16. Máquina de animação;P0;VIS+AUTO;Drible possui início, contato e saída;Forçar qualquer drible.;timeline de estado + vídeo;"O drible não é apenas abrir pernas; possui preparação, toque/finta e recuperação.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-019/;;
ANM-020;16. Máquina de animação;P0;VIS;Corte para dentro;Forçar ponta no corredor com opção central.;vídeo;Mudança de direção e toque para o pé interno são reconhecíveis.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-020/;;
ANM-021;16. Máquina de animação;P0;VIS;Corte para fora;Forçar atacante a buscar linha de fundo.;vídeo;Toque externo e aceleração lateral são reconhecíveis.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-021/;;
ANM-022;16. Máquina de animação;P1;VIS;Finta corporal;Forçar drible curto parado ou em baixa velocidade.;vídeo 0.5X;"Peso do corpo engana antes da saída; não altera a bola sem contato.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-022/;;
ANM-023;16. Máquina de animação;P1;VIS;Proteção e giro;Atacante recebe de costas e gira.;vídeo;Pivô, contato e mudança de orientação formam sequência contínua.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-023/;;
ANM-024;16. Máquina de animação;P1;VIS;Toque longo e aceleração;Forçar drible em campo aberto.;vídeo;"Bola se distancia e atleta acelera para reencontrá-la; risco é visível.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-024/;;
ANM-025;16. Máquina de animação;P0;VIS;Drible vencido possui reação do defensor;Forçar drible bem-sucedido.;vídeo dos dois atletas;"Defensor perde equilíbrio/linha ou muda perseguição; não fica indiferente.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-025/;;
ANM-026;16. Máquina de animação;P0;VIS;Drible desarmado possui contato legível;Forçar bote correto durante drible.;filmstrip;Pé/corpo do defensor coincide com mudança de posse ou bola solta.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-026/;;
ANM-027;16. Máquina de animação;P0;VIS+AUTO;Passe curto possui ciclo completo;Forçar passe de apoio.;timeline prep-contact-follow;"Pé de apoio, contato e continuidade aparecem; bola sai no instante de contato.";PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-027/;;
ANM-028;16. Máquina de animação;P1;VIS+AUTO;Passe de primeira possui ciclo próprio;Forçar tabela e devolução rápida.;filmstrip;A ação é curta, sem domínio completo artificial, mas mantém contato visível.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-028/;;
ANM-029;16. Máquina de animação;P0;VIS+AUTO;Passe longo possui ciclo próprio;Forçar inversão e lançamento.;filmstrip + velocidade da bola;Backswing e follow-through diferem do passe curto e combinam com potência.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-029/;;
ANM-030;16. Máquina de animação;P0;VIS+AUTO;Cruzamento possui ciclo próprio;Forçar cruzamento aberto e fechado.;filmstrip + arco;Postura lateral, contato e trajetória são coerentes com o tipo de cruzamento.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-030/;;
ANM-031;16. Máquina de animação;P0;VIS+AUTO;Chute colocado possui ciclo próprio;Forçar finalização técnica.;filmstrip + alvo;Preparação menor, contato lateral e follow-through combinam com precisão.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-031/;;
ANM-032;16. Máquina de animação;P0;VIS+AUTO;Chute forte possui ciclo próprio;Forçar finalização de potência.;filmstrip + velocidade;Backswing amplo, pé de apoio e continuidade comunicam força.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-032/;;
ANM-033;16. Máquina de animação;P1;VIS+AUTO;Chute de primeira possui ciclo próprio;Forçar finalização sem domínio.;filmstrip;O contato acontece na chegada da bola e não depois que ela já partiu.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-033/;;
ANM-034;16. Máquina de animação;P1;VIS+AUTO;Voleio possui ciclo próprio;Forçar bola aérea na altura adequada.;filmstrip;Salto/perna e contato correspondem à altura e ao tempo da bola.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-034/;;
ANM-035;16. Máquina de animação;P0;VIS+AUTO;Cabeceio possui ciclo completo;Forçar cruzamentos e disputas aéreas.;filmstrip;Preparação, salto, contato de cabeça e queda são legíveis.;PENDENTE R14;EXTENSÃO R14;True;PENDENTE;;;evidence/16_M_quina_de_anima_o/ANM-035/;;
