lance,seed,minuto,tipo,formacoes,estilos,classificacao_automatica,sinal,status_final,sistema,funcao,causa_raiz,etapa,evidencia
74,15013,15.0,tactical_snapshot,3-4-2-1 x 4-2-3-1,press x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
75,15013,30.0,tactical_shift,3-4-2-1 x 4-2-3-1,press x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.805× maxSpd (reconferido no estado bruto)
75,15013,30.0,tactical_shift,3-4-2-1 x 4-2-3-1,press x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
76,15013,47.0,tactical_snapshot,3-4-2-1 x 4-2-3-1,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
76,15013,47.0,tactical_snapshot,3-4-2-1 x 4-2-3-1,press x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
77,15013,63.0,tactical_snapshot,3-4-2-1 x 4-2-3-1,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
77,15013,63.0,tactical_snapshot,3-4-2-1 x 4-2-3-1,press x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
78,15013,75.0,save,3-4-2-1 x 4-2-3-1,press x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 83% dos quadros)
78,15013,75.0,save,3-4-2-1 x 4-2-3-1,press x counter,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 0.92
79,15014,2.0,bad_pass,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
80,15014,15.0,looseControl,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
81,15014,30.0,foul,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
81,15014,30.0,foul,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
82,15014,47.0,tactical_snapshot,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
82,15014,47.0,tactical_snapshot,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
83,15014,63.0,tactical_snapshot,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
83,15014,63.0,tactical_snapshot,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
84,15014,75.0,tactical_snapshot,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
84,15014,75.0,tactical_snapshot,4-4-2 x 4-2-4,direct x wings,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
85,15015,1.0,tackle_missed,5-4-1 x 5-3-2,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
86,15015,15.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.550× maxSpd (reconferido no estado bruto)
86,15015,15.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9722 (coletor dizia invasão em 100% dos quadros)
87,15015,30.0,goal,5-4-1 x 5-3-2,park x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
88,15015,47.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9896 (coletor dizia invasão em 100% dos quadros)
88,15015,47.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
89,15015,63.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8646 (coletor dizia invasão em 100% dos quadros)
89,15015,63.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
90,15015,75.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.615× maxSpd (reconferido no estado bruto)
90,15015,75.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9861 (coletor dizia invasão em 100% dos quadros)
90,15015,75.0,tactical_snapshot,5-4-1 x 5-3-2,park x counter,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
91,15016,3.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
92,15016,15.0,through,3-1-4-2 x 5-2-3,press x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
93,15016,31.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.380× maxSpd (reconferido no estado bruto)
93,15016,31.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,invasao_lateral,CONFIRMADO_P1,posicionamento,_attackTarget / _defendTarget,"Invasão de lado sobrevive à régua corrigida (relativa à posição-base). §26 admite invasão por rotação, cobertura, transição ou perseguição — mas exige motivo, duração, compensação e retorno, e o motor não registra nenhum dos quatro (§18 não implementado).",§18 contrato de função (não iniciada),lado respeitado neste lance = 0.7917
94,15016,47.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
94,15016,47.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
95,15016,63.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.452× maxSpd (reconferido no estado bruto)
95,15016,63.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9306 (coletor dizia invasão em 100% dos quadros)
95,15016,63.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
96,15016,75.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.916× maxSpd (reconferido no estado bruto)
96,15016,75.0,tactical_snapshot,3-1-4-2 x 5-2-3,press x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9306 (coletor dizia invasão em 100% dos quadros)
97,15017,2.0,looseControl,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
97,15017,2.0,looseControl,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
98,15017,15.0,yellow,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
99,15017,31.0,tactical_snapshot,4-1-4-1 x 4-3-3,park x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9583 (coletor dizia invasão em 100% dos quadros)
